id,stage_name,full_name,korean_name,k_stage_name,date_of_birth,group,debut,company,country,second_country,height,weight,birthplace,other_group,former_group,gender,birth_year,debut_year,debut_age
1013,Heeseok,Yun Heeseok,윤희석,희석,1997-06-10,Limitless,2019-07-09,ONO,South Korea,N/A,180.0,61.0,N/A,N/A,N/A,M,1997.0,2019.0,22.0
1014,Hwichan,Lee Heechan,이휘찬,휘찬,1996-04-18,Limitless,2019-07-09,ONO,South Korea,N/A,N/A,N/A,N/A,OMEGA X,N/A,M,1996.0,2019.0,23.0
1015,Moonvok,Jang Moonvok,장문복,문복,1995-04-11,Limitless,2019-07-09,ONO,South Korea,N/A,168.0,48.0,N/A,N/A,N/A,M,1995.0,2019.0,24.0
1016,Daehyeon,Jang Daehyeon,장대현,대현,1997-02-11,WEi,2020-10-05,OUI,South Korea,N/A,175.0,N/A,N/A,N/A,RAINZ,M,1997.0,2020.0,23.0
1017,Donghan,Kim Donghan,김동한,동한,1998-07-03,WEi,2020-10-05,OUI,South Korea,N/A,N/A,N/A,Daegu,N/A,JBJ,M,1998.0,2020.0,22.0
1018,Junseo,Kim Junseo,김준서,준서,2001-11-20,WEi,2020-10-05,OUI,South Korea,N/A,177.0,64.0,Ulsan,N/A,1the9,M,2001.0,2020.0,19.0
1019,Seokhwa,Kang Seokhwa,강석화,석화,2000-12-01,WEi,2020-10-05,OUI,South Korea,N/A,172.0,56.0,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1020,Yohan,Kim Yohan,김요한,요한,1999-09-22,WEi,2020-10-05,OUI,South Korea,N/A,181.0,66.0,N/A,N/A,X1,M,1999.0,2020.0,21.0
1021,Yongha,Yoo Yongha,유용하,용하,1999-01-11,WEi,2020-10-05,OUI,South Korea,N/A,177.0,64.0,N/A,N/A,1the9,M,1999.0,2020.0,21.0
1022,Chaeyeon,Lee Chaeyeon,이채연,채연,2000-01-11,IZ*ONE,2018-10-29,Off The Record,South Korea,N/A,N/A,N/A,Yongin,N/A,N/A,F,2000.0,2018.0,18.0
1023,Eunbi,Kwon Eunbi,권은비,은비,1995-09-27,IZ*ONE,2018-10-29,Off The Record,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1995.0,2018.0,23.0
1024,Hitomi,Honda Hitomi,혼다 히토미,히토미,2001-10-06,IZ*ONE,2018-10-29,Off The Record,Japan,N/A,N/A,N/A,Toghichi,N/A,N/A,F,2001.0,2018.0,17.0
1025,Hyewon,Kang Hyewon,강혜원,혜원,1999-07-05,IZ*ONE,2018-10-29,Off The Record,South Korea,N/A,N/A,N/A,Yangsan,N/A,N/A,F,1999.0,2018.0,19.0
1026,Minjoo,Kim Minjoo,김민주,민주,2001-02-05,IZ*ONE,2018-10-29,Off The Record,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,2001.0,2018.0,17.0
1027,Nako,Yabuki Nako,야부키 나코,나코,2001-06-18,IZ*ONE,2018-10-29,Off The Record,Japan,N/A,N/A,N/A,Tokyo,N/A,N/A,F,2001.0,2018.0,17.0
1028,Yena,Choi Yena,최예나,예나,1999-09-29,IZ*ONE,2018-10-29,Off The Record,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1999.0,2018.0,19.0
1029,Yuri,Jo Yuri,조유리,유리,2001-10-22,IZ*ONE,2018-10-29,Off The Record,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,F,2001.0,2018.0,17.0
1030,Chaeyoung,Lee Chaeyoung,이채영,채영,2000-05-14,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Pohang,N/A,N/A,F,2000.0,2018.0,18.0
1031,Hayoung,Song Hayoung,송하영,하영,1997-09-29,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Gwangju,N/A,N/A,F,1997.0,2018.0,21.0
1032,Jiheon,Baek Jiheon,백지헌,지헌,2003-04-17,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Jeolla,N/A,N/A,F,2003.0,2018.0,15.0
1033,Jisun,Roh Jisun,노지선,지선,1998-11-23,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1998.0,2018.0,20.0
1034,Jiwon,Park Jiwon,박지원,지원,1998-03-20,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Busan,N/A,N/A,F,1998.0,2018.0,20.0
1035,Nakyung,Lee Nakyung,이나경,나경,2000-06-01,fromis_9,2018-01-24,Off The Record,South Korea,N/A,159.0,42.0,Mungyeong,N/A,N/A,F,2000.0,2018.0,18.0
1036,Saerom,Lee Saerom,이새롬,새롬,1997-01-07,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Gangwon,N/A,N/A,F,1997.0,2018.0,21.0
1037,Seoyeon,Lee Seoyeon,이서연,서연,2000-01-22,fromis_9,2018-01-24,Off The Record,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,2000.0,2018.0,18.0
1038,Hwi,Eun Hwi,은휘,휘,2004-11-11,TNX,2022-05-17,P NATION,South Korea,N/A,N/A,N/A,Gangwon,N/A,N/A,M,2004.0,2022.0,18.0
1039,Hyunsoo,Jang Hyunsoo,장현수,현수,2003-09-16,TNX,2022-05-17,P NATION,South Korea,N/A,N/A,N/A,Sangju,N/A,N/A,M,2003.0,2022.0,19.0
1040,Junhyeok,Cheon Junhyeok,천준혁,준혁,2004-09-20,TNX,2022-05-17,P NATION,South Korea,N/A,N/A,N/A,Gyeonggi,N/A,N/A,M,2004.0,2022.0,18.0
1041,Kyungjun,Woo Kyungjun,우경준,경준,2002-08-30,TNX,2022-05-17,P NATION,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,M,2002.0,2022.0,20.0
1042,Sungjun,Oh Sungjun,오성준,성준,2005-08-30,TNX,2022-05-17,P NATION,South Korea,N/A,N/A,N/A,Ulsan,N/A,N/A,M,2005.0,2022.0,17.0
1043,Taehun,Choi Taehun,최태훈,태훈,2002-11-19,TNX,2022-05-17,P NATION,South Korea,N/A,N/A,N/A,Incheon,N/A,N/A,M,2002.0,2022.0,20.0
1044,Gayoung,Kim Gayoung,김가영,가영,1991-12-02,Stellar,2011-08-28,Pascal,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1991.0,2011.0,20.0
1045,Hyeoeun,Lee Hyoeun,이효은,효은,1993-03-16,Stellar,2011-08-28,Pascal,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1993.0,2011.0,18.0
1046,Jeonyul,Jeon Yuri,전유리,전율,1994-03-20,Stellar,2011-08-28,Pascal,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1994.0,2011.0,17.0
1047,Minhee,Joo Minhee,주민희,민희,1993-01-03,Stellar,2011-08-28,Pascal,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1993.0,2011.0,18.0
1048,Bomi,Yoon Bomi,윤보미,보미,1993-08-13,Apink,2011-04-19,Plan A,South Korea,N/A,163.0,N/A,Suwon,Chobom,N/A,F,1993.0,2011.0,18.0
1049,Chorong,Park Chorong,박초롱,초롱,1991-03-03,Apink,2011-04-19,Plan A,South Korea,N/A,165.0,N/A,Chungwongoon,Chobom,N/A,F,1991.0,2011.0,20.0
1050,Eunji,Jung Eunji,정은지,은지,1993-08-18,Apink,2011-04-19,Plan A,South Korea,N/A,163.0,N/A,Busan,N/A,N/A,F,1993.0,2011.0,18.0
1051,Hayoung,Oh Hayoung,오하영,하영,1996-07-19,Apink,2011-04-19,Plan A,South Korea,N/A,167.0,N/A,Seoul,N/A,N/A,F,1996.0,2011.0,15.0
1052,Namjoo,Kim Namjoo,김남주,남주,1995-04-15,Apink,2011-04-19,Plan A,South Korea,N/A,165.0,N/A,Seoul,N/A,N/A,F,1995.0,2011.0,16.0
1053,Byungchan,Choi Byungchan,최병찬,병찬,1997-11-12,VICTON,2016-11-09,Plan A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2016.0,19.0
1054,Hanse,Do Hanse,도한세,한세,1997-09-25,VICTON,2016-11-09,Plan A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2016.0,19.0
1055,Sejun,Lim Sejun,임세준,세준,1996-05-04,VICTON,2016-11-09,Plan A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2016.0,20.0
1056,Seungsik,Kang Seungsik,강승식,승식,1995-04-16,VICTON,2016-11-09,Plan A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2016.0,21.0
1057,Seungwoo,Han Seungwoo,한승우,승우,1994-12-24,VICTON,2016-11-09,Plan A,South Korea,N/A,N/A,N/A,N/A,N/A,X1,M,1994.0,2016.0,22.0
1058,Subin,Jung Subin,정수빈,수빈,1999-04-05,VICTON,2016-11-09,Plan A,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2016.0,17.0
1059,Jaehee,Lee Jaehee,이재희,재희,2004-03-18,Weeekly,2020-07-30,Play M,South Korea,N/A,166.0,N/A,N/A,N/A,N/A,F,2004.0,2020.0,16.0
1060,Jihan,Han Jihyo,한지효,지한,2004-07-12,Weeekly,2020-07-30,Play M,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2004.0,2020.0,16.0
1061,Monday,Kim Jimin,김지민,먼데이,2002-05-10,Weeekly,2020-07-30,Play M,South Korea,N/A,172.0,N/A,N/A,N/A,N/A,F,2002.0,2020.0,18.0
1062,Soeun,Park Soeun,박소은,소은,2002-10-26,Weeekly,2020-07-30,Play M,South Korea,N/A,168.0,N/A,N/A,N/A,N/A,F,2002.0,2020.0,18.0
1063,Soojin,Lee Soojin,이수진,수진,2001-12-12,Weeekly,2020-07-30,Play M,South Korea,N/A,165.0,N/A,N/A,N/A,N/A,F,2001.0,2020.0,19.0
1064,Zoa,Cho Hyewon,조혜원,조아,2005-05-31,Weeekly,2020-07-30,Play M,South Korea,N/A,170.0,N/A,N/A,N/A,N/A,F,2005.0,2020.0,15.0
1065,E-Young,Noh Yiyoung,노이영,이영,1992-08-16,After School,2009-01-15,Pledis,South Korea,N/A,N/A,N/A,Chuncheon,N/A,N/A,F,1992.0,2009.0,17.0
1066,Kaeun,Lee Kaeun,이가은,가은,1994-08-20,After School,2009-01-15,Pledis,South Korea,N/A,N/A,N/A,Seoul,N/A,N/A,F,1994.0,2009.0,15.0
1067,Lizzy,Park Sooyoung,박수영,리지,1992-07-31,After School,2009-01-15,Pledis,South Korea,N/A,N/A,N/A,Busan,Orange Caramel,N/A,F,1992.0,2009.0,17.0
1068,Nana,Im Jinah,임진아,나나,1991-09-14,After School,2009-01-15,Pledis,South Korea,N/A,N/A,N/A,Cheongju,Orange Caramel,N/A,F,1991.0,2009.0,18.0
1069,Raina,Oh Hyerin,오혜린,레이나,1989-05-07,After School,2009-01-15,Pledis,South Korea,N/A,N/A,N/A,Ulsan,Orange Caramel,N/A,F,1989.0,2009.0,20.0
1070,Aron,Kwak Youngmin,곽영민,아론,1993-05-21,NU'EST,2012-03-15,Pledis,South Korea,USA,N/A,N/A,California,NU'EST W,N/A,M,1993.0,2012.0,19.0
1071,Baekho,Kang Dongho,강동호,백호,1995-07-21,NU'EST,2012-03-15,Pledis,South Korea,N/A,N/A,N/A,Jeju,NU'EST W,N/A,M,1995.0,2012.0,17.0
1072,JR,Kim Jonghyun,김종현,제이알,1995-06-08,NU'EST,2012-03-15,Pledis,South Korea,N/A,N/A,N/A,Gangwon,NU'EST W,N/A,M,1995.0,2012.0,17.0
1073,Minhyun,Hwang Minhyun,황민현,민현,1995-08-09,NU'EST,2012-03-15,Pledis,South Korea,N/A,N/A,N/A,Busan,NU'EST,Wanna One,M,1995.0,2012.0,17.0
1074,Ren,Choi Minki,최민기,렌,1995-11-03,NU'EST,2012-03-15,Pledis,South Korea,N/A,N/A,N/A,Busan,NU'EST W,N/A,M,1995.0,2012.0,17.0
1075,Kyla,Kyla Massie,카일라 매시,카일라,2001-12-26,Pristin,2017-03-21,Pledis,USA,South Korea,N/A,N/A,California,N/A,N/A,F,2001.0,2017.0,16.0
1076,Kyulkyung,Zhou Jieqiong,저우제충,결경,1998-12-16,Pristin,2017-03-21,Pledis,China,N/A,167.0,49.0,Taizhou,I.O.I| Pristin V,N/A,F,1998.0,2017.0,19.0
1077,Nayoung,Im Nayoung,임나영,나영,1995-12-18,Pristin,2017-03-21,Pledis,South Korea,N/A,171.0,51.0,Chungcheongham,I.O.I| Pristin V,N/A,F,1995.0,2017.0,22.0
1078,Sungyeon,Bae Sungyeon,배성연,성연,1999-05-25,Pristin,2017-03-21,Pledis,USA,South Korea,N/A,N/A,California,N/A,N/A,F,1999.0,2017.0,18.0
1079,Xiyeon,Park Junghyun,박정현,시연,2000-11-14,Pristin,2017-03-21,Pledis,South Korea,N/A,164.0,51.0,N/A,N/A,N/A,F,2000.0,2017.0,17.0
1080,Yehana,Kim Yewon,김예원,예하나,1999-02-22,Pristin,2017-03-21,Pledis,South Korea,N/A,N/A,N/A,Ilsan,N/A,N/A,F,1999.0,2017.0,18.0
1081,DK,Lee Seongmin,이석민,도겸,1997-02-18,Seventeen,2015-05-26,Pledis,South Korea,N/A,178.0,68.0,Yongin,N/A,N/A,M,1997.0,2015.0,18.0
1082,Dino,Lee Chan,이찬,디노,1999-02-11,Seventeen,2015-05-26,Pledis,South Korea,N/A,167.0,54.0,Iksan,N/A,N/A,M,1999.0,2015.0,16.0
1083,Hoshi,Kwon Soonyoung,권순영,호시,1996-06-15,Seventeen,2015-05-26,Pledis,South Korea,N/A,178.0,63.0,Namyangju,N/A,N/A,M,1996.0,2015.0,19.0
1084,Jeonghan,Yoon Jeonghan,윤정한,정한,1995-10-04,Seventeen,2015-05-26,Pledis,South Korea,N/A,175.0,54.0,Seoul,N/A,N/A,M,1995.0,2015.0,20.0
1085,Joshua,Hong Jisoo,홍지수,조슈아,1995-12-30,Seventeen,2015-05-26,Pledis,USA,South Korea,176.0,63.0,Los Angeles,N/A,N/A,M,1995.0,2015.0,20.0
1086,Jun,Weng Junhui,원쥔훼이,준,1996-06-10,Seventeen,2015-05-26,Pledis,China,N/A,180.0,63.0,Shenzen,N/A,N/A,M,1996.0,2015.0,19.0
1087,Mingyu,Kim Mingyu,김민규,민규,1997-04-06,Seventeen,2015-05-26,Pledis,South Korea,N/A,185.0,65.0,Anyang,N/A,N/A,M,1997.0,2015.0,18.0
1088,S.Coups,Choi Seungcheol,최승철,에스.쿱스,1995-08-08,Seventeen,2015-05-26,Pledis,South Korea,N/A,177.0,63.0,Daegu,N/A,N/A,M,1995.0,2015.0,20.0
1089,Seungkwan,Boo Seungkwan,부승관,승관,1998-01-16,Seventeen,2015-05-26,Pledis,South Korea,N/A,172.0,58.0,Jeju,N/A,N/A,M,1998.0,2015.0,17.0
1090,The8,Xu Minghao,쉬밍하오,디에잇,1997-11-07,Seventeen,2015-05-26,Pledis,China,N/A,175.0,53.0,Anshan,N/A,N/A,M,1997.0,2015.0,18.0
1091,Vernon,Choi Hansol,최한솔,버논,1998-02-18,Seventeen,2015-05-26,Pledis,USA,South Korea,176.0,56.0,New York,N/A,N/A,M,1998.0,2015.0,17.0
1092,Wonwoo,Jeon Wonwoo,전원우,원우,1996-07-17,Seventeen,2015-05-26,Pledis,South Korea,N/A,180.0,57.0,Changwon,N/A,N/A,M,1996.0,2015.0,19.0
1093,Woozi,Lee Jihoon,이지훈,우지,1996-11-22,Seventeen,2015-05-26,Pledis,South Korea,N/A,165.0,54.0,Busan,N/A,N/A,M,1996.0,2015.0,19.0
1094,Bit,No Minjae,노민재,빛,2004-07-21,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2020.0,16.0
1095,Doha,Na Gyumin,나규민,도하,2004-03-07,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2004.0,2020.0,16.0
1096,Dohyon,Nam Dohyon,남도현,도현,2004-11-10,BAE173,2020-11-19,PocketDol,South Korea,N/A,180.0,62.0,N/A,N/A,X1,M,2004.0,2020.0,16.0
1097,Hangyul,Lee Hangyul,이한결,한결,1999-12-07,BAE173,2020-11-19,PocketDol,South Korea,N/A,177.0,N/A,N/A,N/A,X1| IM,M,1999.0,2020.0,21.0
1098,J-Min,Jeon Minwook,전민욱,제이민,1999-10-16,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2020.0,21.0
1099,Junseo,Park Junseo,박준서,준서,2001-12-28,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1100,Muzin,Kim Hyunwoo,김현우,무진,2001-03-29,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2001.0,2020.0,19.0
1101,Yoojun,Jung Gun,정건,유준,2000-12-27,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2020.0,20.0
1102,Youngseo,Ryu Youngseo,류영서,영서,2002-06-13,BAE173,2020-11-19,PocketDol,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2002.0,2020.0,18.0
1103,Ashley,Ashley Choi,애슐리 최,애슐리,1991-11-09,Ladies' Code,2013-03-07,Polaris,South Korea,USA,N/A,N/A,Incheon,N/A,N/A,F,1991.0,2013.0,22.0
1104,Sojung,Lee Sojung,이소정,소정,1993-09-03,Ladies' Code,2013-03-07,Polaris,South Korea,N/A,N/A,N/A,Wonju,N/A,N/A,F,1993.0,2013.0,20.0
1105,Zuny,Kim Joomi,김주미,주니,1994-12-08,Ladies' Code,2013-03-07,Polaris,South Korea,N/A,N/A,N/A,Gwangju,N/A,N/A,F,1994.0,2013.0,19.0
1106,Hwasa,Ahn Hyejin,안혜진,화사,1995-07-23,Mamamoo,2014-06-18,RBW,South Korea,N/A,162.0,44.0,Jeonju,N/A,N/A,F,1995.0,2014.0,19.0
1107,Moonbyul,Moon Byulyi,문별이,문별,1992-12-22,Mamamoo,2014-06-18,RBW,South Korea,N/A,165.0,45.0,Bucheon,N/A,N/A,F,1992.0,2014.0,22.0
1108,Solar,Kim Yongsun,김용선,솔라,1991-02-21,Mamamoo,2014-06-18,RBW,South Korea,N/A,163.0,43.0,Seoul,N/A,N/A,F,1991.0,2014.0,23.0
1109,Wheein,Jung Wheein,정휘인,휘인,1995-04-17,Mamamoo,2014-06-18,RBW,South Korea,N/A,162.0,43.0,Jeonju,N/A,N/A,F,1995.0,2014.0,19.0
1110,Hwanwoong,Yeo Hwanwoong,여환웅,환웅,1998-08-26,Oneus,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2019.0,21.0
1111,Keonhee,Lee Keonhee,김건희,건희,1998-06-27,Oneus,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2019.0,21.0
1112,Leedo,Kim Geonhak,김건학,이도,1997-07-26,Oneus,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2019.0,22.0
1113,Ravn,Kim Yoongjo,김영조,레이븐,1995-09-02,Oneus,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1995.0,2019.0,24.0
1114,Seoho,Lee Seoho,이서호,서호,1996-06-07,Oneus,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2019.0,23.0
1115,Xion,Son Dongju,손동주,시온,2000-01-10,Oneus,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,2000.0,2019.0,19.0
1116,Cya,Lee Giwook,이기욱,키야,2000-01-24,Onewe,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,MAS,M,2000.0,2019.0,19.0
1117,Dongmyeong,Son Dongmyeong,곤동명,동명,2000-01-20,Onewe,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,MAS,M,2000.0,2019.0,19.0
1118,Harin,Ju Harin,주하린,주하린,1998-03-29,Onewe,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,MAS,M,1998.0,2019.0,21.0
1119,Kanghyun,Kang Hyungu,강현구,강현,1998-11-24,Onewe,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,MAS,M,1998.0,2019.0,21.0
1120,Yonghoon,Jin Yonghoon,진용훈,용훈,1994-08-17,Onewe,2019-01-09,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,MAS,M,1994.0,2019.0,25.0
1121,Chaein,Lee Chaeyoung,이채영,채인,2002-12-05,Purple Kiss,2021-03-15,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2021.0,19.0
1122,Dosie,Jang Eunseung,장은성,도시,2000-02-11,Purple Kiss,2021-03-15,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2021.0,21.0
1123,Goeun,Na Goeun,나고은,고은,1999-09-03,Purple Kiss,2021-03-15,RBW,South Korea,N/A,160.0,44.0,N/A,N/A,N/A,F,1999.0,2021.0,22.0
1124,Ireh,Cho Seoyoung,조서영,이레,2002-04-30,Purple Kiss,2021-03-15,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2021.0,19.0
1125,Swan,Park Soojin,박수진,수안,2003-07-11,Purple Kiss,2021-03-15,RBW,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2003.0,2021.0,18.0
1126,Yuki,Mori Koyuki,모리 코유키,유키,2002-11-06,Purple Kiss,2021-03-15,RBW,Japan,N/A,N/A,N/A,N/A,N/A,N/A,F,2002.0,2021.0,19.0
1127,Junji,Kim Junhyung,김준형,준지,1998-04-06,OnlyOneOf,2019-05-28,RSVP,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1998.0,2019.0,21.0
1128,KB,Shin Kyubin,신규빈,규빈,1994-04-23,OnlyOneOf,2019-05-28,RSVP,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1994.0,2019.0,25.0
1129,Mill,Lee Yongsoo,이용수,밀,1999-03-30,OnlyOneOf,2019-05-28,RSVP,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2019.0,20.0
1130,Nine,Jung Wookjin,정욱진,나인,1999-12-13,OnlyOneOf,2019-05-28,RSVP,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1999.0,2019.0,20.0
1131,Rie,Lee Seungho,이성호,리에,1996-11-06,OnlyOneOf,2019-05-28,RSVP,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1996.0,2019.0,23.0
1132,Yoojung,Lee Taeyeop,이태엽,유정,1997-05-19,OnlyOneOf,2019-05-28,RSVP,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,M,1997.0,2019.0,22.0
1133,Dohwan,Gil Dohwan,길도환,도환,2003-08-26,Ciipher,2021-03-15,Rain,South Korea,N/A,175.0,61.0,N/A,N/A,N/A,M,2003.0,2021.0,18.0
1134,Hwi,Lee Choonghyun,이충현,휘,1999-02-04,Ciipher,2021-03-15,Rain,South Korea,N/A,172.0,61.0,N/A,N/A,N/A,M,1999.0,2021.0,22.0
1135,Hyunbin,Moon Hyunbin,문현빈,현빈,2000-02-26,Ciipher,2021-03-15,Rain,South Korea,N/A,177.0,61.0,N/A,N/A,N/A,M,2000.0,2021.0,21.0
1136,Keita,Terazono Keita,테라조노 케이타,케이타,2001-07-04,Ciipher,2021-03-15,Rain,Japan,N/A,170.0,59.0,N/A,N/A,N/A,M,2001.0,2021.0,20.0
1137,TAG,Yeom Taekyun,염태균,태그,2002-09-30,Ciipher,2021-03-15,Rain,South Korea,N/A,176.0,54.0,N/A,N/A,N/A,M,2002.0,2021.0,19.0
1138,Tan,Choi Seokwon,최석원,탄,1996-08-25,Ciipher,2021-03-15,Rain,South Korea,N/A,184.0,75.0,N/A,N/A,N/A,M,1996.0,2021.0,25.0
1139,Won,Park Sungwon,박성원,성원,2003-12-18,Ciipher,2021-03-15,Rain,South Korea,N/A,177.0,58.0,Seoul,N/A,1the9,M,2003.0,2021.0,18.0
1140,Dawon,Lee Dawon,이다원,다원,1996-12-02,ARIAZ,2019-10-23,Rising Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1996.0,2019.0,23.0
1141,Hyogyeong,Jang Hyogyeong,장효경,효경,1999-11-15,ARIAZ,2019-10-23,Rising Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2019.0,20.0
1142,Jueun,Jo Jueun,조주은,주은,2001-01-27,ARIAZ,2019-10-23,Rising Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2001.0,2019.0,18.0
1143,Sihyeon,Kang Sihyeon,강시현,시현,1998-07-15,ARIAZ,2019-10-23,Rising Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1998.0,2019.0,21.0
1144,Yeori,Choi Yeori,최여리,여리,1999-09-08,ARIAZ,2019-10-23,Rising Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1999.0,2019.0,20.0
1145,Yunji,Kim Yunji,김윤지,윤지,1996-08-26,ARIAZ,2019-10-23,Rising Star,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1996.0,2019.0,23.0
1146,Della,Park Sehyun,박세현,델라,1995-09-03,Rockit Girl,2019-05-30,Rolling,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1995.0,2019.0,24.0
1147,Han Leeseul,Han Jiyoon,한지윤,한이슬,2000-02-12,Rockit Girl,2019-05-30,Rolling,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2019.0,19.0
1148,ChaeY,Song Chaeyeon,송채연,채이,2003-01-06,CRAXY,2020-03-03,SAITEINMENT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2003.0,2020.0,17.0
1149,Hyejin,Kang Hyejin,강혜진,혜진,2000-07-13,CRAXY,2020-03-03,SAITEINMENT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
1150,Karin,Baek Yerin,백예린,카린,2000-04-23,CRAXY,2020-03-03,SAITEINMENT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
1151,Swan,Kim Suan,김수안,수안,2000-12-28,CRAXY,2020-03-03,SAITEINMENT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,2000.0,2020.0,20.0
1152,Woo-ah,Kim Chaewon,김채원,우아,1997-06-20,CRAXY,2020-03-03,SAITEINMENT,South Korea,N/A,N/A,N/A,N/A,N/A,N/A,F,1997.0,2020.0,23.0
1153,Ayeon,Son Minji,손민지,아연,2002-09-29,Saturday,2018-07-18,SD,South Korea,N/A,162.0,47.0,N/A,N/A,N/A,F,2002.0,2018.0,16.0
1154,Haneul,Choi Haneul,최하늘,하늘,2000-11-28,Saturday,2018-07-18,SD,South Korea,N/A,158.0,43.0,N/A,N/A,N/A,F,2000.0,2018.0,18.0
1155,Juyeon,Lee Juyeon,이주연,주연,2001-11-06,Saturday,2018-07-18,SD,South Korea,N/A,164.0,44.0,N/A,N/A,N/A,F,2001.0,2018.0,17.0
1156,Minseo,Park Minseo,박민서,민서,2003-03-21,Saturday,2018-07-18,SD,South Korea,N/A,163.0,45.0,N/A,N/A,N/A,F,2003.0,2018.0,15.0
1157,Yuki,Lim Jiyeon,임지연,유키,2002-01-30,Saturday,2018-07-18,SD,South Korea,N/A,161.0,44.0,N/A,N/A,N/A,F,2002.0,2018.0,16.0
