eco,group,subgroup,name,pgn
E52,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Schlechter Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 b6
E52,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Schlechter Defense",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O 7. O-O d5
E51,Nimzo-Indian Defense,Normal Variation,"Nimzo-Indian Defense: Normal Variation, Sämisch Deferred",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nf3 d5 6. a3
E48,Nimzo-Indian Defense,Ragozin Defense,Nimzo-Indian Defense: Ragozin Defense,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 Nc6 7. O-O
E51,Nimzo-Indian Defense,Ragozin Variation,Nimzo-Indian Defense: Ragozin Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 Nc6 7. O-O dxc4
E46,Nimzo-Indian Defense,Reshevsky Variation,Nimzo-Indian Defense: Reshevsky Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2
E20,Nimzo-Indian Defense,Romanishin Variation,Nimzo-Indian Defense: Romanishin Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. g3
E20,Nimzo-Indian Defense,Romanishin Variation,Nimzo-Indian Defense: Romanishin Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. g3 O-O 6. Bg2
E20,Nimzo-Indian Defense,Romanishin Variation,"Nimzo-Indian Defense: Romanishin Variation, English Hybrid",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. g3 cxd4 6. Nxd4 O-O 7. Bg2 d5 8. cxd5 Nxd5
E40,Nimzo-Indian Defense,Rubinstein System,Nimzo-Indian Defense: Rubinstein System,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3
E41,Nimzo-Indian Defense,Rubinstein System,Nimzo-Indian Defense: Rubinstein System,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5
E41,Nimzo-Indian Defense,Rubinstein System,"Nimzo-Indian Defense: Rubinstein System, Hübner Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3+ 7. bxc3 d6
E41,Nimzo-Indian Defense,Rubinstein System,"Nimzo-Indian Defense: Rubinstein System, Hübner Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3+ 7. bxc3 d6 8. O-O O-O
E42,Nimzo-Indian Defense,Rubinstein System,"Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2
E42,Nimzo-Indian Defense,Rubinstein System,"Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation, Main Line",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. a3
E42,Nimzo-Indian Defense,Rubinstein System,"Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation, Sherbakov Attack",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Ne2 cxd4 6. exd4 O-O 7. c5
E40,Nimzo-Indian Defense,Rubinstein System,"Nimzo-Indian Defense: Rubinstein System, Taimanov Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 Nc6
E46,Nimzo-Indian Defense,Simagin Variation,Nimzo-Indian Defense: Simagin Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Ne2 d5 6. a3 Bd6
E22,Nimzo-Indian Defense,Spielmann Variation,Nimzo-Indian Defense: Spielmann Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3
E23,Nimzo-Indian Defense,Spielmann Variation,"Nimzo-Indian Defense: Spielmann Variation, Carlsbad Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxd2
E23,Nimzo-Indian Defense,Spielmann Variation,"Nimzo-Indian Defense: Spielmann Variation, Romanovsky Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6
E23,Nimzo-Indian Defense,Spielmann Variation,"Nimzo-Indian Defense: Spielmann Variation, Stahlberg Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxc5
E23,Nimzo-Indian Defense,Spielmann Variation,"Nimzo-Indian Defense: Spielmann Variation, Stahlberg Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qb3 c5 5. dxc5 Nc6 6. Nf3 Ne4 7. Bd2 Nxc5 8. Qc2 f5 9. g3
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O 7. O-O
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O 7. O-O c5
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 O-O 7. O-O c5 8. Na4 cxd4 9. a3 Be7
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 Ne4 5. Qc2 f5 6. Nf3 b6 7. Bd3 Bb7
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 c5 6. Nf3 b6 7. O-O Bb7 8. Na4 Qe7
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 Bxc3+ 5. bxc3 b6 6. e3 Bb7 7. Bd3 O-O 8. O-O
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 b6 5. e3 Ne4 6. Qc2
E43,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 b6 5. e3 Ne4 6. Qc2 Bb7 7. Bd3 Bxc3+ 8. bxc3 f5 9. O-O
E44,Nimzo-Indian Defense,St. Petersburg Variation,Nimzo-Indian Defense: St. Petersburg Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2
E44,Nimzo-Indian Defense,St. Petersburg Variation,"Nimzo-Indian Defense: St. Petersburg Variation, American Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 Ne4
E45,Nimzo-Indian Defense,St. Petersburg Variation,"Nimzo-Indian Defense: St. Petersburg Variation, Fischer Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 Ba6
E44,Nimzo-Indian Defense,St. Petersburg Variation,"Nimzo-Indian Defense: St. Petersburg Variation, Romanishin–Psakhis Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Ne2 c5 6. a3 Ba5
E43,Nimzo-Indian Defense,St. Petersburg Variation,"Nimzo-Indian Defense: St. Petersburg Variation, with Ne4",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6 5. Bd3 Bb7 6. Nf3 Ne4
E24,Nimzo-Indian Defense,Sämisch Variation,Nimzo-Indian Defense: Sämisch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3
E25,Nimzo-Indian Defense,Sämisch Variation,Nimzo-Indian Defense: Sämisch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5
E26,Nimzo-Indian Defense,Sämisch Variation,Nimzo-Indian Defense: Sämisch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3
E27,Nimzo-Indian Defense,Sämisch Variation,Nimzo-Indian Defense: Sämisch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 O-O
E28,Nimzo-Indian Defense,Sämisch Variation,Nimzo-Indian Defense: Sämisch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. a3 Bxc3+ 6. bxc3
E29,Nimzo-Indian Defense,Sämisch Variation,Nimzo-Indian Defense: Sämisch Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. a3 Bxc3+ 7. bxc3 O-O
E24,Nimzo-Indian Defense,Sämisch Variation,"Nimzo-Indian Defense: Sämisch Variation, Botvinnik Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. e3 O-O 8. cxd5 Nxd5
E29,Nimzo-Indian Defense,Sämisch Variation,"Nimzo-Indian Defense: Sämisch Variation, Capablanca Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. a3 Bxc3+ 7. bxc3 O-O 8. Ne2 b6 9. e4 Ne8
E25,Nimzo-Indian Defense,Sämisch Variation,"Nimzo-Indian Defense: Sämisch Variation, Keres Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 Nxd5 8. dxc5
E26,Nimzo-Indian Defense,Sämisch Variation,"Nimzo-Indian Defense: Sämisch Variation, O'Kelly Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. a3 Bxc3+ 5. bxc3 c5 6. e3 b6
E25,Nimzo-Indian Defense,Sämisch Variation,"Nimzo-Indian Defense: Sämisch Variation, Romanovsky Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 Nxd5 8. dxc5 f5
E21,Nimzo-Indian Defense,Three Knights Variation,Nimzo-Indian Defense: Three Knights Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3
E21,Nimzo-Indian Defense,Three Knights Variation,"Nimzo-Indian Defense: Three Knights Variation, Euwe Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5 Ne4
E21,Nimzo-Indian Defense,Three Knights Variation,"Nimzo-Indian Defense: Three Knights Variation, Korchnoi Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Nf3 c5 5. d5
E21,Nimzo-Indian Defense,Three Knights Variation,"Nimzo-Indian Defense: Three Knights Variation, Shocron Gambit",1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nc3 c5 5. d5 b5
A01,Nimzo-Larsen Attack,,Nimzo-Larsen Attack,1. b3
A01,Nimzo-Larsen Attack,Classical Variation,Nimzo-Larsen Attack: Classical Variation,1. b3 d5
A06,Nimzo-Larsen Attack,Classical Variation,Nimzo-Larsen Attack: Classical Variation,1. Nf3 d5 2. b3
A01,Nimzo-Larsen Attack,Dutch Variation,Nimzo-Larsen Attack: Dutch Variation,1. b3 f5
A01,Nimzo-Larsen Attack,English Variation,Nimzo-Larsen Attack: English Variation,1. b3 c5
A01,Nimzo-Larsen Attack,Graz Attack,Nimzo-Larsen Attack: Graz Attack,1. b3 d5 2. Ba3
A01,Nimzo-Larsen Attack,Indian Variation,Nimzo-Larsen Attack: Indian Variation,1. b3 Nf6
A01,Nimzo-Larsen Attack,Modern Variation,Nimzo-Larsen Attack: Modern Variation,1. b3 e5
A01,Nimzo-Larsen Attack,Modern Variation,Nimzo-Larsen Attack: Modern Variation,1. b3 e5 2. Bb2 Nc6
A01,Nimzo-Larsen Attack,Modern Variation,Nimzo-Larsen Attack: Modern Variation,1. b3 e5 2. Bb2 Nc6 3. e3
A01,Nimzo-Larsen Attack,Modern Variation,Nimzo-Larsen Attack: Modern Variation,1. b3 e5 2. Bb2 Nc6 3. c4 Nf6
A06,Nimzo-Larsen Attack,Norfolk Gambit,Nimzo-Larsen Attack: Norfolk Gambit,1. Nf3 d5 2. b3 c5 3. e4
A06,Nimzo-Larsen Attack,Norfolk Gambit,Nimzo-Larsen Attack: Norfolk Gambit,1. Nf3 d5 2. b3 Nf6 3. Bb2 c5 4. e4
A01,Nimzo-Larsen Attack,Pachman Gambit,Nimzo-Larsen Attack: Pachman Gambit,1. b3 e5 2. Bb2 Nc6 3. f4
A01,Nimzo-Larsen Attack,Polish Variation,Nimzo-Larsen Attack: Polish Variation,1. b3 b5
A01,Nimzo-Larsen Attack,Ringelbach Gambit,Nimzo-Larsen Attack: Ringelbach Gambit,1. b3 f5 2. Bb2 e6 3. e4
A01,Nimzo-Larsen Attack,Spike Variation,Nimzo-Larsen Attack: Spike Variation,1. b3 Nf6 2. Bb2 g6 3. g4
A01,Nimzo-Larsen Attack,Symmetrical Variation,Nimzo-Larsen Attack: Symmetrical Variation,1. b3 b6
B00,Nimzowitsch Defense,,Nimzowitsch Defense,1. e4 Nc6
B00,Nimzowitsch Defense,,Nimzowitsch Defense,1. e4 Nc6 2. d4
B00,Nimzowitsch Defense,Breyer Variation,Nimzowitsch Defense: Breyer Variation,1. e4 Nc6 2. Nc3 Nf6 3. d4 e5
B00,Nimzowitsch Defense,Colorado Countergambit,Nimzowitsch Defense: Colorado Countergambit,1. e4 Nc6 2. Nf3 f5
B00,Nimzowitsch Defense,Colorado Countergambit Accepted,Nimzowitsch Defense: Colorado Countergambit Accepted,1. e4 Nc6 2. Nf3 f5 3. exf5
B00,Nimzowitsch Defense,Declined Variation,Nimzowitsch Defense: Declined Variation,1. e4 Nc6 2. Nf3
B00,Nimzowitsch Defense,El Columpio Defense,Nimzowitsch Defense: El Columpio Defense,1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4
B00,Nimzowitsch Defense,El Columpio Defense,"Nimzowitsch Defense: El Columpio Defense, El Columpio Gambit",1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. e6
B00,Nimzowitsch Defense,El Columpio Defense,"Nimzowitsch Defense: El Columpio Defense, Exchange Variation",1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. exd6
B00,Nimzowitsch Defense,El Columpio Defense,"Nimzowitsch Defense: El Columpio Defense, Pin Variation",1. e4 Nc6 2. Nf3 Nf6 3. e5 Ng4 4. d4 d6 5. h3 Nh6 6. Bb5
B00,Nimzowitsch Defense,Franco-Nimzowitsch Variation,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1. e4 Nc6 2. Nf3 e6
B00,Nimzowitsch Defense,French Connection,Nimzowitsch Defense: French Connection,1. e4 Nc6 2. Nc3 e6
B00,Nimzowitsch Defense,Hornung Gambit,Nimzowitsch Defense: Hornung Gambit,1. e4 Nc6 2. d4 d5 3. Be3
B00,Nimzowitsch Defense,Kennedy Variation,Nimzowitsch Defense: Kennedy Variation,1. e4 Nc6 2. d4 e5
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 Bc5
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 f6
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Herford Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 Qh4
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Keres Attack",1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nc3
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1. e4 Nc6 2. d4 e5 3. d5
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Main Line",1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. f4 Ng6
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nf3
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. f4 Nc6
B00,Nimzowitsch Defense,Kennedy Variation,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",1. e4 Nc6 2. d4 e5 3. dxe5 d6
B00,Nimzowitsch Defense,Mikenas Variation,Nimzowitsch Defense: Mikenas Variation,1. e4 Nc6 2. d4 d6
B00,Nimzowitsch Defense,Neo-Mongoloid Defense,Nimzowitsch Defense: Neo-Mongoloid Defense,1. e4 Nc6 2. d4 f6
B00,Nimzowitsch Defense,Pirc Connection,Nimzowitsch Defense: Pirc Connection,1. e4 Nc6 2. Nc3 g6
B00,Nimzowitsch Defense,Pseudo-Spanish Variation,Nimzowitsch Defense: Pseudo-Spanish Variation,1. e4 Nc6 2. Bb5
B00,Nimzowitsch Defense,Scandinavian Variation,Nimzowitsch Defense: Scandinavian Variation,1. e4 Nc6 2. d4 d5
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit",1. e4 Nc6 2. d4 d5 3. exd5 Nb4
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",1. e4 Nc6 2. d4 d5 3. e5
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",1. e4 Nc6 2. d4 d5 3. Nc3
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",1. e4 Nc6 2. d4 d5 3. Nc3 dxe4
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Brandics Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 a6
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Erben Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 g6
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Heinola-Deppe Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 e5
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Nimzowitsch Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5 Ne5
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Richter Gambit",1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5 Nb8 5. f3
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Vehre Variation",1. e4 Nc6 2. d4 d5 3. Nc3 Nf6
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",1. e4 Nc6 2. d4 d5 3. exd5 Qxd5
B00,Nimzowitsch Defense,Scandinavian Variation,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit",1. e4 Nc6 2. d4 d5 3. exd5 Qxd5 4. Nc3
B00,Nimzowitsch Defense,Wheeler Gambit,Nimzowitsch Defense: Wheeler Gambit,1. e4 Nc6 2. b4
B00,Nimzowitsch Defense,Williams Variation,Nimzowitsch Defense: Williams Variation,1. e4 Nc6 2. Nf3 d6
B00,Nimzowitsch Defense,Woodchuck Variation,Nimzowitsch Defense: Woodchuck Variation,1. e4 Nc6 2. d4 a6
A41,Old Indian Defense,,Old Indian Defense,1. d4 d6 2. c4
A53,Old Indian Defense,,Old Indian Defense,1. d4 Nf6 2. c4 d6
A53,Old Indian Defense,Aged Gibbon Gambit,Old Indian Defense: Aged Gibbon Gambit,1. d4 Nf6 2. c4 d6 3. g4
A53,Old Indian Defense,Czech Variation,"Old Indian Defense: Czech Variation, with Nc3",1. d4 Nf6 2. c4 d6 3. Nc3 c6
A53,Old Indian Defense,Czech Variation,"Old Indian Defense: Czech Variation, with Nf3",1. d4 Nf6 2. c4 d6 3. Nf3 c6
A54,Old Indian Defense,Duz-Khotimirsky Variation,Old Indian Defense: Duz-Khotimirsky Variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. e3 Nbd7 5. Bd3
A53,Old Indian Defense,Janowski Variation,Old Indian Defense: Janowski Variation,1. d4 Nf6 2. c4 d6 3. Nc3 Bf5
A53,Old Indian Defense,Janowski Variation,"Old Indian Defense: Janowski Variation, Fianchetto Variation",1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. g3
A53,Old Indian Defense,Janowski Variation,"Old Indian Defense: Janowski Variation, Grinberg Gambit",1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. e4
A53,Old Indian Defense,Janowski Variation,"Old Indian Defense: Janowski Variation, Main Line",1. d4 Nf6 2. c4 d6 3. Nc3 Bf5 4. f3
A55,Old Indian Defense,Normal Variation,Old Indian Defense: Normal Variation,1. d4 Nf6 2. c4 d6 3. Nc3 Nbd7 4. e4 e5 5. Nf3
A54,Old Indian Defense,Tartakower-Indian,Old Indian Defense: Tartakower-Indian,1. d4 Nf6 2. c4 d6 3. Nf3 Bg4
A54,Old Indian Defense,Two Knights Variation,Old Indian Defense: Two Knights Variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. Nf3
A54,Old Indian Defense,Ukrainian Variation,Old Indian Defense: Ukrainian Variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5
B00,Owen Defense,,Owen Defense,1. e4 b6
B00,Owen Defense,Guatemala Defense,Owen Defense: Guatemala Defense,1. e4 b6 2. d4 Ba6
B00,Owen Defense,Hekili-Loa Gambit,Owen Defense: Hekili-Loa Gambit,1. e4 b6 2. d4 c5 3. dxc5 Nc6
B00,Owen Defense,Matovinsky Gambit,Owen Defense: Matovinsky Gambit,1. e4 b6 2. d4 Bb7 3. Bd3 f5 4. exf5 Bxg2 5. Qh5+ g6
B00,Owen Defense,Naselwaus Gambit,Owen Defense: Naselwaus Gambit,1. e4 b6 2. d4 Bb7 3. Bg5
B00,Owen Defense,Smith Gambit,Owen Defense: Smith Gambit,1. e4 b6 2. d4 Bb7 3. Nf3
B00,Owen Defense,Unicorn Variation,Owen Defense: Unicorn Variation,1. e4 f6 2. d4 b6 3. c4 Bb7
B00,Owen Defense,Wind Gambit,Owen Defense: Wind Gambit,1. e4 b6 2. d4 Bb7 3. f3 e5
A45,Paleface Attack,,Paleface Attack,1. d4 Nf6 2. f3
C42,Petrov's Defense,,Petrov's Defense,1. e4 e5 2. Nf3 Nf6
C42,Petrov's Defense,,Petrov's Defense,1. e4 e5 2. Nf3 Nf6 3. Nxe5
C42,Petrov's Defense,,Petrov's Defense,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6
C42,Petrov's Defense,,Petrov's Defense,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3
C42,Petrov's Defense,,Petrov's Defense,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4
C42,Petrov's Defense,Classical Attack,Petrov's Defense: Classical Attack,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Berger Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Be7 7. O-O Nc6 8. Re1 Bg4 9. c3 f5 10. Nbd2
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Chigorin Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Be7 7. O-O Nc6 8. Re1
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Chigorin Variation, Browne Attack",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7 8. c4 Nb4 9. cxd5
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Chigorin Variation, Main Line",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7 8. c4 Nb4 9. Be2
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Closed Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 Nf6
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Jaenisch Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7 8. c4
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Krause Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Nc6 7. O-O Be7 8. Re1 Bg4 9. c3 f5 10. c4
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Marshall Trap",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6 7. O-O O-O 8. c4 Bg4 9. cxd5 f5 10. Re1 Bxh2+
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Marshall Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6
C42,Petrov's Defense,Classical Attack,"Petrov's Defense: Classical Attack, Marshall Variation, Chinese Gambit",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6 7. O-O O-O 8. c4 c6 9. Re1 Bg4
