country,title,number,name,term_start,term_end,party
Jordan,Kings,2,Talal,20 Jul 1951,11 Aug 1952,Hashemite
Jordan,Kings,3,Hussein,11 Aug 1952,7 Feb 1999,Hashemite
Jordan,Kings,4,Abdullah II,7 Feb 1999,Present,Hashemite
Lebanon,Presidents,1,Bachir Gemayel,23 Aug 1982,14 Sep 1982,Kataeb Party
Lebanon,Presidents,2,Amine Gemayel,23 Sep 1982,22 Sep 1988,Kataeb Party
Lebanon,Presidents,3,René Moawad,5 Nov 1989,22 Nov 1989,Independence Movement
Lebanon,Presidents,4,Elias Hrawi,24 Nov 1989,24 Nov 1998,Independent
Lebanon,Presidents,5,Émile Lahoud,24 Nov 1998,24 Nov 2007,Independent
Lebanon,Presidents,6,Michel Suleiman,25 May 2008,25 May 2014,Independent
Lebanon,Presidents,7,Michel Aoun,31 Oct 2016,31 Oct 2022,Free Patriotic Movement
Lebanon,Presidents,8,Joseph Aoun,9 Jan 2025,Present,Independent
Palestine,Presidents,1,Yasser Arafat,2 Apr 1989,11 Nov 2004,Fatah
Palestine,Presidents,2,Mahmoud Abbas,15 Jan 2005,Present,Fatah
Syria,Presidents,1,Nazim al-Kudsi,14 Dec 1961,8 Mar 1963,People's Party
Syria,Presidents,2,Amin al-Hafiz,27 Jul 1963,23 Feb 1966,Ba'ath Party
Syria,Presidents,3,Salah Jadid,23 Feb 1966,12 Nov 1970,Ba'ath Party
Syria,Presidents,4,Hafez al-Assad,12 Nov 1970,10 Jun 2000,Ba'ath Party
Syria,Presidents,5,Bashar al-Assad,17 Jul 2000,Present,Ba'ath Party
Belarus,Prime Ministers,1,Vyacheslav Kebich,1991-09-19,1994-07-21,Independent
Belarus,Prime Ministers,2,Mikhail Chigir,1994-07-21,1996-11-18,Independent
Belarus,Prime Ministers,3,Sergey Ling,1996-11-18,2000-02-18,Independent
Belarus,Prime Ministers,4,Vladimir Yermoshin,2000-02-18,2001-10-01,Independent
Belarus,Prime Ministers,5,Gennady Novitsky,2001-10-01,2003-07-11,Independent
Belarus,Prime Ministers,6,Sergei Sidorsky,2003-07-11,2010-12-28,Independent
Belarus,Prime Ministers,7,Mikhail Myasnikovich,2010-12-28,2014-12-27,Independent
Belarus,Prime Ministers,8,Andrei Kobyakov,2014-12-27,2018-08-18,Independent
Belarus,Prime Ministers,9,Sergei Rumas,2018-08-18,2020-06-03,Independent
Belarus,Prime Ministers,10,Roman Golovchenko,2020-06-03,2025-03-10,Independent
Belarus,Prime Ministers,11,Aleksandr Turchin,2025-03-10,Incumbent,Independent
Bulgaria,Prime Ministers,1,Dimitar Popov,1990-12-07,1991-11-08,Independent
Bulgaria,Prime Ministers,2,Philip Dimitrov,1991-11-08,1992-12-30,Union of Democratic Forces
Bulgaria,Prime Ministers,3,Lyuben Berov,1992-12-30,1994-10-17,Independent
Bulgaria,Prime Ministers,4,Reneta Indzhova,1994-10-17,1995-01-25,Independent
Bulgaria,Prime Ministers,5,Zhan Videnov,1995-01-25,1997-02-13,Bulgarian Socialist
Bulgaria,Prime Ministers,6,Stefan Sofiyanski,1997-02-13,1997-05-21,Union of Democratic Forces
Bulgaria,Prime Ministers,7,Ivan Kostov,1997-05-21,2001-07-24,Union of Democratic Forces
Bulgaria,Prime Ministers,8,Simeon Sakskoburggotski,2001-07-24,2005-08-17,National Movement Simeon II
Bulgaria,Prime Ministers,9,Sergey Stanishev,2005-08-17,2009-07-27,Bulgarian Socialist
Bulgaria,Prime Ministers,10,Boyko Borisov,2009-07-27,2013-03-13,GERB
Bulgaria,Prime Ministers,11,Marin Raykov,2013-03-13,2013-05-29,Independent
Bulgaria,Prime Ministers,12,Plamen Oresharski,2013-05-29,2014-08-06,Independent
Bulgaria,Prime Ministers,13,Georgi Bliznashki,2014-08-06,2014-11-07,Independent
Bulgaria,Prime Ministers,14,Boyko Borisov,2014-11-07,2017-01-27,GERB
Bulgaria,Prime Ministers,15,Ognyan Gerdzhikov,2017-01-27,2017-05-04,Independent
Bulgaria,Prime Ministers,16,Boyko Borisov,2017-05-04,2021-05-12,GERB
Bulgaria,Prime Ministers,17,Stefan Yanev,2021-05-12,2021-12-13,Independent
Bulgaria,Prime Ministers,18,Kiril Petkov,2021-12-13,2022-08-02,We Continue the Change
Bulgaria,Prime Ministers,19,Galab Donev,2022-08-02,2023-06-06,Independent
Bulgaria,Prime Ministers,20,Nikolai Denkov,2023-06-06,2024-04-09,We Continue the Change
Bulgaria,Prime Ministers,21,Dimitar Glavchev,2024-04-09,2025-01-16,Independent
Bulgaria,Prime Ministers,22,Rosen Zhelyazkov,2025-01-16,Incumbent,GERB
Czech,Prime Ministers,1,Václav Klaus,1993-01-01,1997-11-17,Civic Democratic
Czech,Prime Ministers,2,Josef Tošovský,1997-11-17,1998-07-22,Independent
Czech,Prime Ministers,3,Miloš Zeman,1998-07-22,2002-07-15,Czech Social Democratic
Czech,Prime Ministers,4,Vladimír Špidla,2002-07-15,2004-08-04,Czech Social Democratic
Czech,Prime Ministers,5,Stanislav Gross,2004-08-04,2005-04-25,Czech Social Democratic
Czech,Prime Ministers,6,Jiří Paroubek,2005-04-25,2006-09-04,Czech Social Democratic
Czech,Prime Ministers,7,Mirek Topolánek,2006-09-04,2009-05-08,Civic Democratic
Czech,Prime Ministers,8,Jan Fischer,2009-05-08,2010-07-13,Independent
Czech,Prime Ministers,9,Petr Nečas,2010-07-13,2013-07-10,Civic Democratic
Czech,Prime Ministers,10,Jiří Rusnok,2013-07-10,2014-01-29,Independent
Czech,Prime Ministers,11,Bohuslav Sobotka,2014-01-29,2017-12-06,Czech Social Democratic
Czech,Prime Ministers,12,Andrej Babiš,2017-12-06,2021-12-17,ANO 2011
Czech,Prime Ministers,13,Petr Fiala,2021-12-17,Incumbent,Civic Democratic
Hungary,Prime Ministers,1,József Antall,1990-05-23,1993-12-12,Hungarian Democratic Forum
Hungary,Prime Ministers,2,Péter Boross,1993-12-12,1994-07-15,Hungarian Democratic Forum
Hungary,Prime Ministers,3,Gyula Horn,1994-07-15,1998-07-06,Hungarian Socialist
Hungary,Prime Ministers,4,Viktor Orbán,1998-07-06,2002-05-27,Fidesz
Hungary,Prime Ministers,5,Péter Medgyessy,2002-05-27,2004-09-29,Independent
Hungary,Prime Ministers,6,Ferenc Gyurcsány,2004-09-29,2009-04-14,Hungarian Socialist
Hungary,Prime Ministers,7,Gordon Bajnai,2009-04-14,2010-05-29,Independent
Hungary,Prime Ministers,8,Viktor Orbán,2010-05-29,Incumbent,Fidesz
Moldova,Prime Ministers,1,Valeriu Muravschi,1991-05-28,1992-07-01,Popular Front
Moldova,Prime Ministers,2,Andrei Sangheli,1992-07-01,1997-01-24,Democratic Agrarian
Moldova,Prime Ministers,3,Ion Ciubuc,1997-01-24,1999-03-12,Alliance for Democracy
Moldova,Prime Ministers,4,Ion Sturza,1999-03-12,1999-11-09,Alliance for Democracy
Moldova,Prime Ministers,5,Dumitru Braghiș,1999-12-21,2001-04-19,Independent
Moldova,Prime Ministers,6,Vasile Tarlev,2001-04-19,2008-03-31,Party of Communists
Moldova,Prime Ministers,7,Zinaida Greceanîi,2008-03-31,2009-09-14,Party of Communists
Moldova,Prime Ministers,8,Vladimir Filat,2009-09-25,2013-04-25,Liberal Democratic
Moldova,Prime Ministers,9,Iurie Leancă,2013-04-25,2015-02-18,Liberal Democratic
Moldova,Prime Ministers,10,Chiril Gaburici,2015-02-18,2015-06-12,Liberal Democratic
Moldova,Prime Ministers,11,Valeriu Streleț,2015-07-30,2015-10-29,Liberal Democratic
Moldova,Prime Ministers,12,Pavel Filip,2016-01-20,2019-06-08,Democratic
Moldova,Prime Ministers,13,Maia Sandu,2019-06-08,2019-11-12,Party of Action and Solidarity
Moldova,Prime Ministers,14,Ion Chicu,2019-11-12,2020-12-31,Independent
Moldova,Prime Ministers,15,Aureliu Ciocoi,2020-12-31,2021-08-06,Independent
Moldova,Prime Ministers,16,Natalia Gavrilița,2021-08-06,2023-02-16,Party of Action and Solidarity
Moldova,Prime Ministers,17,Dorin Recean,2023-02-16,Incumbent,Party of Action and Solidarity
Poland,Prime Ministers,1,Tadeusz Mazowiecki,1989-08-24,1991-01-04,Solidarity
Poland,Prime Ministers,2,Jan Krzysztof Bielecki,1991-01-04,1991-12-06,Liberal Democratic Congress
Poland,Prime Ministers,3,Jan Olszewski,1991-12-06,1992-06-05,Centre Agreement
Poland,Prime Ministers,4,Waldemar Pawlak,1992-06-05,1992-07-10,Polish People's
Poland,Prime Ministers,5,Hanna Suchocka,1992-07-11,1993-10-25,Democratic Union
Poland,Prime Ministers,6,Waldemar Pawlak,1993-10-26,1995-03-06,Polish People's
Poland,Prime Ministers,7,Józef Oleksy,1995-03-06,1996-02-07,Democratic Left Alliance
Poland,Prime Ministers,8,Włodzimierz Cimoszewicz,1996-02-07,1997-10-31,Democratic Left Alliance
Poland,Prime Ministers,9,Jerzy Buzek,1997-10-31,2001-10-19,Solidarity Electoral Action
Poland,Prime Ministers,10,Leszek Miller,2001-10-19,2004-05-02,Democratic Left Alliance
Poland,Prime Ministers,11,Marek Belka,2004-05-02,2005-10-31,Democratic Left Alliance
Poland,Prime Ministers,12,Kazimierz Marcinkiewicz,2005-10-31,2006-07-14,Law and Justice
Poland,Prime Ministers,13,Jarosław Kaczyński,2006-07-14,2007-11-16,Law and Justice
Poland,Prime Ministers,14,Donald Tusk,2007-11-16,2014-09-22,Civic Platform
Poland,Prime Ministers,15,Ewa Kopacz,2014-09-22,2015-11-16,Civic Platform
Poland,Prime Ministers,16,Beata Szydło,2015-11-16,2017-12-11,Law and Justice
Poland,Prime Ministers,17,Mateusz Morawiecki,2017-12-11,2023-12-13,Law and Justice
Poland,Prime Ministers,18,Donald Tusk,2023-12-13,Incumbent,Civic Platform
Romania,Prime Ministers,1,Petre Roman,1989-12-26,1991-10-01,National Salvation Front
Romania,Prime Ministers,2,Theodor Stolojan,1991-10-01,1992-11-18,National Salvation Front
Romania,Prime Ministers,3,Nicolae Văcăroiu,1992-11-18,1996-12-12,Party of Social Democracy
Romania,Prime Ministers,4,Victor Ciorbea,1996-12-12,1998-03-30,Christian Democratic National Peasants'
Romania,Prime Ministers,5,Radu Vasile,1998-04-17,1999-12-13,Christian Democratic National Peasants'
Romania,Prime Ministers,6,Mugur Isărescu,1999-12-22,2000-12-28,Independent
Romania,Prime Ministers,7,Adrian Năstase,2000-12-28,2004-12-21,Social Democratic
Romania,Prime Ministers,8,Eugen Bejinariu,2004-12-21,2004-12-28,Social Democratic
Romania,Prime Ministers,9,Călin Popescu-Tăriceanu,2004-12-29,2008-12-22,National Liberal
Romania,Prime Ministers,10,Emil Boc,2008-12-22,2012-02-06,Democratic Liberal
Romania,Prime Ministers,11,Mihai Răzvan Ungureanu,2012-02-09,2012-04-27,Independent
Romania,Prime Ministers,12,Victor Ponta,2012-05-07,2015-11-05,Social Democratic
Romania,Prime Ministers,13,Dacian Cioloș,2015-11-17,2017-01-04,Independent
Romania,Prime Ministers,14,Sorin Grindeanu,2017-01-04,2017-06-21,Social Democratic
Romania,Prime Ministers,15,Mihai Tudose,2017-06-21,2018-01-16,Social Democratic
Romania,Prime Ministers,16,Viorica Dăncilă,2018-01-29,2019-11-04,Social Democratic
Romania,Prime Ministers,17,Ludovic Orban,2019-11-04,2020-12-07,National Liberal
Romania,Prime Ministers,18,Nicolae Ciucă,2020-12-07,2020-12-23,National Liberal
Romania,Prime Ministers,19,Florin Cîțu,2020-12-23,2021-11-25,National Liberal
Romania,Prime Ministers,20,Nicolae Ciucă,2021-11-25,2023-06-12,National Liberal
Romania,Prime Ministers,21,Marcel Ciolacu,2023-06-15,Incumbent,Social Democratic
Russia,Presidents,1,Boris Yeltsin,1991-07-10,1999-12-31,Independent
Russia,Presidents,2,Vladimir Putin,2000-05-07,2008-05-07,United Russia
Russia,Presidents,3,Dmitry Medvedev,2008-05-07,2012-05-07,United Russia
Russia,Presidents,4,Vladimir Putin,2012-05-07,Incumbent,United Russia
Slovakia,Prime Ministers,1,Vladimír Mečiar,1993-01-01,1994-03-16,People's Party – Movement for a Democratic Slovakia
Slovakia,Prime Ministers,2,Jozef Moravčík,1994-03-16,1994-12-13,Democratic Union
Slovakia,Prime Ministers,3,Vladimír Mečiar,1994-12-13,1998-10-30,People's Party – Movement for a Democratic Slovakia
Slovakia,Prime Ministers,4,Mikuláš Dzurinda,1998-10-30,2006-07-04,Slovak Democratic and Christian Union
Slovakia,Prime Ministers,5,Robert Fico,2006-07-04,2010-07-08,Direction – Social Democracy
Slovakia,Prime Ministers,6,Iveta Radičová,2010-07-08,2012-04-04,Slovak Democratic and Christian Union
Slovakia,Prime Ministers,7,Robert Fico,2012-04-04,2018-03-22,Direction – Social Democracy
Slovakia,Prime Ministers,8,Peter Pellegrini,2018-03-22,2020-03-21,Direction – Social Democracy
Slovakia,Prime Ministers,9,Igor Matovič,2020-03-21,2021-04-01,Ordinary People
Slovakia,Prime Ministers,10,Eduard Heger,2021-04-01,2023-05-15,Ordinary People
Slovakia,Prime Ministers,11,Ľudovít Ódor,2023-05-15,2023-10-25,Independent
Slovakia,Prime Ministers,12,Robert Fico,2023-10-25,Incumbent,Direction – Social Democracy
Ukraine,Presidents,1,Leonid Kravchuk,1991-12-05,1994-07-19,Independent
Ukraine,Presidents,2,Leonid Kuchma,1994-07-19,2005-01-23,Independent
Ukraine,Presidents,3,Viktor Yushchenko,2005-01-23,2010-02-25,Our Ukraine
Ukraine,Presidents,4,Viktor Yanukovych,2010-02-25,2014-02-22,Party of Regions
Ukraine,Presidents,5,Petro Poroshenko,2014-06-07,2019-05-20,Petro Poroshenko Bloc
Ukraine,Presidents,6,Volodymyr Zelenskyy,2019-05-20,Incumbent,Servant of the People
Estonia,Prime Ministers,1,Konstantin Päts,1918-02-24,1919-05-08,Estonian Rural Union
Estonia,Prime Ministers,2,Otto Strandman,1919-05-08,1919-11-18,Estonian Labour
Estonia,Prime Ministers,3,Jaan Tõnisson,1919-11-18,1920-07-28,Estonian People's
Estonia,Prime Ministers,4,Ado Birk,1920-07-28,1920-07-30,Estonian People's
Estonia,Prime Ministers,5,Jaan Tõnisson,1920-07-30,1920-10-26,Estonian People's
Estonia,Prime Ministers,6,Ants Piip,1920-10-26,1921-01-25,Estonian Labour
Estonia,Prime Ministers,7,Konstantin Päts,1921-01-25,1922-11-21,Farmers' Assemblies
Estonia,Prime Ministers,8,Juhan Kukk,1922-11-21,1923-08-02,Estonian Labour
Estonia,Prime Ministers,9,Konstantin Päts,1923-08-02,1924-03-26,Farmers' Assemblies
Estonia,Prime Ministers,10,Friedrich Akel,1924-03-26,1924-12-16,Estonian People's
Estonia,Prime Ministers,11,Jüri Jaakson,1924-12-16,1925-12-15,Estonian People's
Estonia,Prime Ministers,12,Jaan Teemant,1925-12-15,1927-12-09,Farmers' Assemblies
Estonia,Prime Ministers,13,Jaan Tõnisson,1927-12-09,1928-12-04,Estonian People's
Estonia,Prime Ministers,14,August Rei,1928-12-04,1929-07-09,Estonian Socialist Workers'
Estonia,Prime Ministers,15,Otto Strandman,1929-07-09,1931-02-12,Estonian Labour
Estonia,Prime Ministers,16,Konstantin Päts,1931-02-12,1932-02-19,Farmers' Assemblies
Estonia,Prime Ministers,17,Jaan Teemant,1932-02-19,1932-07-19,Farmers' Assemblies
Estonia,Prime Ministers,18,Kaarel Eenpalu,1932-07-19,1932-11-01,Farmers' Assemblies
Estonia,Prime Ministers,19,Konstantin Päts,1932-11-01,1933-05-18,Farmers' Assemblies
Estonia,Prime Ministers,20,Jaan Tõnisson,1933-05-18,1933-10-21,National Centre
Estonia,Prime Ministers,21,Konstantin Päts,1933-10-21,1940-06-21,Farmers' Assemblies
Estonia,Prime Ministers,—,Soviet occupation,1940-06-21,1991-08-20,—
Estonia,Prime Ministers,22,Edgar Savisaar,1991-08-20,1992-01-29,Popular Front
Estonia,Prime Ministers,23,Tiit Vähi,1992-01-29,1992-10-21,Independent
Estonia,Prime Ministers,24,Mart Laar,1992-10-21,1994-11-08,Pro Patria
Estonia,Prime Ministers,25,Andres Tarand,1994-11-08,1995-04-17,Moderate
Estonia,Prime Ministers,26,Tiit Vähi,1995-04-17,1997-03-17,Estonian Coalition
Estonia,Prime Ministers,27,Mart Siimann,1997-03-17,1999-03-25,Estonian Coalition
Estonia,Prime Ministers,28,Mart Laar,1999-03-25,2002-01-28,Pro Patria Union
Estonia,Prime Ministers,29,Siim Kallas,2002-01-28,2003-04-10,Reform
Estonia,Prime Ministers,30,Juhan Parts,2003-04-10,2005-04-12,Res Publica
Estonia,Prime Ministers,31,Andrus Ansip,2005-04-12,2014-03-26,Reform
Estonia,Prime Ministers,32,Taavi Rõivas,2014-03-26,2016-11-23,Reform
Estonia,Prime Ministers,33,Jüri Ratas,2016-11-23,2021-01-26,Centre
Estonia,Prime Ministers,34,Kaja Kallas,2021-01-26,2024-07-23,Reform
Estonia,Prime Ministers,35,Kristen Michal,2024-07-23,Incumbent,Reform
Latvia,Prime Ministers,1,Kārlis Ulmanis,1918-11-19,1921-06-18,Latvian Farmers' Union
Latvia,Prime Ministers,2,Zigfrīds Anna Meierovics,1921-06-19,1923-01-26,Latvian Farmers' Union
Latvia,Prime Ministers,3,Jānis Pauļuks,1923-01-27,1923-06-27,Independent
Latvia,Prime Ministers,4,Zigfrīds Anna Meierovics,1923-06-28,1924-01-26,Latvian Farmers' Union
Latvia,Prime Ministers,5,Voldemārs Zāmuēls,1924-01-27,1924-12-18,Democratic Centre
Latvia,Prime Ministers,6,Hugo Celmiņš,1924-12-19,1925-12-23,Latvian Farmers' Union
Latvia,Prime Ministers,7,Kārlis Ulmanis,1925-12-24,1926-05-06,Latvian Farmers' Union
Latvia,Prime Ministers,8,Arturs Alberings,1926-05-07,1926-12-18,Latvian Farmers' Union
Latvia,Prime Ministers,9,Marģers Skujenieks,1926-12-19,1928-01-23,Menshevik
Latvia,Prime Ministers,10,Pēteris Juraševskis,1928-01-24,1928-11-30,Democratic Centre
Latvia,Prime Ministers,11,Hugo Celmiņš,1928-12-01,1931-03-26,Latvian Farmers' Union
Latvia,Prime Ministers,12,Kārlis Ulmanis,1931-03-27,1931-12-05,Latvian Farmers' Union
Latvia,Prime Ministers,13,Marģers Skujenieks,1931-12-06,1933-03-23,Latvian Farmers' Union
Latvia,Prime Ministers,14,Ādolfs Bļodnieks,1933-03-24,1934-03-17,New Farmers'
Latvia,Prime Ministers,15,Kārlis Ulmanis,1934-03-17,1940-06-20,Latvian Farmers' Union
Latvia,Prime Ministers,—,Soviet occupation,1940-06-20,1991-08-24,—
Latvia,Prime Ministers,16,Ivars Godmanis,1990-05-07,1993-08-03,Latvian Popular Front
Latvia,Prime Ministers,17,Valdis Birkavs,1993-08-03,1994-09-15,Latvian Way
Latvia,Prime Ministers,18,Māris Gailis,1994-09-15,1995-12-21,Latvian Way
Latvia,Prime Ministers,19,Andris Šķēle,1995-12-21,1997-08-07,Independent
Latvia,Prime Ministers,20,Guntars Krasts,1997-08-07,1998-11-26,For Fatherland and Freedom
Latvia,Prime Ministers,21,Vilis Krištopans,1998-11-26,1999-07-16,Latvian Way
Latvia,Prime Ministers,22,Andris Šķēle,1999-07-16,2000-05-05,People's Party
Latvia,Prime Ministers,23,Andris Bērziņš,2000-05-05,2002-11-07,Latvian Way
Latvia,Prime Ministers,24,Einars Repše,2002-11-07,2004-03-09,New Era
Latvia,Prime Ministers,25,Indulis Emsis,2004-03-09,2004-12-02,Green
Latvia,Prime Ministers,26,Aigars Kalvītis,2004-12-02,2007-12-20,People's Party
Latvia,Prime Ministers,27,Ivars Godmanis,2007-12-20,2009-03-12,Latvian Way
Latvia,Prime Ministers,28,Valdis Dombrovskis,2009-03-12,2014-01-22,New Era / Unity
Latvia,Prime Ministers,29,Laimdota Straujuma,2014-01-22,2016-02-11,Unity
Latvia,Prime Ministers,30,Māris Kučinskis,2016-02-11,2019-01-23,Union of Greens and Farmers
Latvia,Prime Ministers,31,Arturs Krišjānis Kariņš,2019-01-23,2023-09-15,New Unity
Latvia,Prime Ministers,32,Evika Siliņa,2023-09-15,Incumbent,New Unity
Lithuania,Prime Ministers,1,Augustinas Voldemaras,1918-11-11,1918-12-26,Party of National Progress
Lithuania,Prime Ministers,2,Mykolas Sleževičius,1918-12-26,1919-03-12,Peasant Union
Lithuania,Prime Ministers,3,Pranas Dovydaitis,1919-03-12,1919-04-12,Lithuanian Christian Democratic
Lithuania,Prime Ministers,4,Mykolas Sleževičius,1919-04-12,1919-10-07,Peasant Union
Lithuania,Prime Ministers,5,Ernestas Galvanauskas,1919-10-07,1920-06-19,Independent
Lithuania,Prime Ministers,6,Kazys Grinius,1920-06-19,1922-01-18,Lithuanian Popular Peasants' Union
Lithuania,Prime Ministers,7,Ernestas Galvanauskas,1922-02-02,1924-06-18,Independent
Lithuania,Prime Ministers,8,Antanas Tumėnas,1924-06-18,1925-02-04,Lithuanian Christian Democratic
Lithuania,Prime Ministers,9,Vytautas Petrulis,1925-02-04,1925-09-25,Lithuanian Christian Democratic
Lithuania,Prime Ministers,10,Leonas Bistras,1925-09-25,1926-06-15,Lithuanian Christian Democratic
Lithuania,Prime Ministers,11,Mykolas Sleževičius,1926-06-15,1926-12-17,Lithuanian Popular Peasants' Union
Lithuania,Prime Ministers,12,Augustinas Voldemaras,1926-12-17,1929-09-23,Lithuanian Nationalist Union
Lithuania,Prime Ministers,13,Juozas Tūbelis,1929-09-23,1938-06-24,Lithuanian Nationalist Union
Lithuania,Prime Ministers,14,Vladas Mironas,1938-06-24,1939-03-28,Lithuanian Nationalist Union
Lithuania,Prime Ministers,15,Jonas Černius,1939-03-28,1939-11-21,Lithuanian Nationalist Union
Lithuania,Prime Ministers,16,Antanas Merkys,1939-11-21,1940-06-15,Lithuanian Nationalist Union
Lithuania,Prime Ministers,—,Soviet occupation,1940-06-15,1990-03-11,—
Lithuania,Prime Ministers,17,Kazimira Prunskienė,1990-03-17,1991-01-10,Independent
Lithuania,Prime Ministers,18,Albertas Šimėnas,1991-01-10,1991-01-13,Lithuanian Christian Democratic
Lithuania,Prime Ministers,19,Gediminas Vagnorius,1991-01-13,1992-07-21,Lithuanian Nationalist Union
Lithuania,Prime Ministers,20,Aleksandras Abišala,1992-07-21,1992-12-02,Independent
Lithuania,Prime Ministers,21,Bronislovas Lubys,1992-12-02,1993-03-10,Independent
Lithuania,Prime Ministers,22,Adolfas Šleževičius,1993-03-10,1996-02-08,Democratic Labour
Lithuania,Prime Ministers,23,Laurynas Stankevičius,1996-02-08,1996-11-19,Democratic Labour
Lithuania,Prime Ministers,24,Gediminas Vagnorius,1996-11-19,1999-05-04,Homeland Union
Lithuania,Prime Ministers,25,Rolandas Paksas,1999-05-18,1999-10-27,Homeland Union
Lithuania,Prime Ministers,26,Andrius Kubilius,1999-11-03,2000-10-26,Homeland Union
Lithuania,Prime Ministers,27,Rolandas Paksas,2000-10-26,2001-06-20,Liberal Union
Lithuania,Prime Ministers,28,Algirdas Brazauskas,2001-07-04,2006-05-31,Social Democratic
Lithuania,Prime Ministers,29,Gediminas Kirkilas,2006-07-04,2008-11-09,Social Democratic
Lithuania,Prime Ministers,30,Andrius Kubilius,2008-11-09,2012-12-07,Homeland Union
Lithuania,Prime Ministers,31,Algirdas Butkevičius,2012-12-07,2016-11-22,Social Democratic
Lithuania,Prime Ministers,32,Saulius Skvernelis,2016-11-22,2020-11-25,Lithuanian Farmers and Greens Union
Lithuania,Prime Ministers,33,Ingrida Šimonytė,2020-11-25,2024-12-12,Homeland Union
Lithuania,Prime Ministers,34,Gintautas Paluckas,2024-12-12,Incumbent,Social Democratic
Irish,Taoisigh,1,Éamon de Valera,1937-12-29,1948-02-18,Fianna Fáil
Irish,Taoisigh,2,John A. Costello,1948-02-18,1951-06-13,Fine Gael
Irish,Taoisigh,3,Éamon de Valera,1951-06-13,1954-06-02,Fianna Fáil
Irish,Taoisigh,4,John A. Costello,1954-06-02,1957-03-20,Fine Gael
Irish,Taoisigh,5,Éamon de Valera,1957-03-20,1959-06-23,Fianna Fáil
Irish,Taoisigh,6,Seán Lemass,1959-06-23,1966-11-10,Fianna Fáil
Irish,Taoisigh,7,Jack Lynch,1966-11-10,1973-03-14,Fianna Fáil
Irish,Taoisigh,8,Liam Cosgrave,1973-03-14,1977-07-05,Fine Gael
Irish,Taoisigh,9,Jack Lynch,1977-07-05,1979-12-11,Fianna Fáil
Irish,Taoisigh,10,Charles Haughey,1979-12-11,1981-06-30,Fianna Fáil
Irish,Taoisigh,11,Garret FitzGerald,1981-06-30,1982-03-09,Fine Gael
Irish,Taoisigh,12,Charles Haughey,1982-03-09,1982-12-14,Fianna Fáil
Irish,Taoisigh,13,Garret FitzGerald,1982-12-14,1987-03-10,Fine Gael
Irish,Taoisigh,14,Charles Haughey,1987-03-10,1992-02-11,Fianna Fáil
Irish,Taoisigh,15,Albert Reynolds,1992-02-11,1994-12-15,Fianna Fáil
Irish,Taoisigh,16,John Bruton,1994-12-15,1997-06-26,Fine Gael
Irish,Taoisigh,17,Bertie Ahern,1997-06-26,2008-05-07,Fianna Fáil
Irish,Taoisigh,18,Brian Cowen,2008-05-07,2011-03-09,Fianna Fáil
Irish,Taoisigh,19,Enda Kenny,2011-03-09,2017-06-14,Fine Gael
Irish,Taoisigh,20,Leo Varadkar,2017-06-14,2020-06-27,Fine Gael
